Tenure in Months,is_month_to_month,is_new_customer,has_fiber,has_premium_support,Monthly Charge,Total Long Distance Charges,charge_per_service,Number of Referrals,has_referred,is_offer_E,Age,has_family,is_senior,Avg Monthly GB Download
12,0,1,0,0,19.35,206.76,19.35,0,0,0,44,1,0,0
51,1,0,0,0,84.2,2222.58,21.05,2,1,0,80,0,1,22
2,1,1,0,0,19.9,7.64,19.9,0,0,1,56,0,0,0
72,0,0,1,1,90.35,691.1999999999999,18.07,9,1,0,41,0,0,25
28,0,0,1,0,90.1,512.68,22.525,1,1,0,37,0,0,13
25,1,0,1,0,94.7,872.0000000000001,18.94,0,0,0,41,0,0,8
1,1,1,0,0,24.7,0.0,24.7,0,0,1,29,1,0,48
43,1,0,1,0,77.85,2112.59,25.95,0,0,0,47,0,0,25
21,0,0,1,1,104.55,762.51,14.935714285714285,0,0,0,48,0,0,27
4,1,1,1,0,99.8,50.72,16.633333333333333,0,0,0,65,0,1,10
24,1,0,1,0,79.65,1078.32,19.9125,2,1,0,24,0,0,82
2,1,1,0,0,45.15,12.94,45.15,0,0,1,56,0,0,21
30,0,0,0,0,19.4,278.09999999999997,19.4,0,0,0,35,0,0,0
2,1,1,0,0,53.85,20.94,17.95,0,0,0,37,0,0,21
24,0,0,0,0,21.1,494.40000000000003,21.1,9,1,0,51,1,0,0
11,1,1,0,0,44.65,320.76,44.65,0,0,0,59,0,0,3
18,1,0,1,0,69.8,614.16,69.8,0,0,0,35,0,0,20
42,0,0,0,0,25.05,1160.88,12.525,0,0,0,20,0,0,0
27,1,0,1,0,76.1,1071.0900000000001,38.05,0,0,0,26,0,0,59
54,1,0,1,0,109.55,2694.6,13.69375,9,1,0,35,0,0,29
70,0,0,1,0,97.65,1166.2,16.275000000000002,9,1,0,21,0,0,26
72,0,0,0,1,88.05,1474.56,9.783333333333333,1,1,0,71,0,1,6
56,0,0,1,0,104.55,2732.7999999999997,17.425,0,0,0,80,0,1,12
4,1,1,1,0,74.4,42.44,37.2,0,0,0,75,0,1,8
1,1,1,0,0,20.05,18.15,20.05,0,0,0,23,0,0,0
45,0,0,0,1,62.55,378.0,15.6375,0,0,0,48,0,0,8
55,0,0,0,1,76.25,1901.35,12.708333333333334,1,1,0,66,1,1,19
70,0,0,0,1,75.5,3308.9,12.583333333333334,0,0,0,79,0,1,3
64,0,0,0,1,81.25,351.36,11.607142857142858,0,0,0,25,0,0,69
5,1,1,1,0,80.2,244.3,40.1,0,0,1,25,0,0,59
5,1,1,0,0,24.95,0.0,24.95,1,1,1,37,0,0,7
20,1,0,1,0,94.1,974.5999999999999,18.82,0,0,0,77,0,1,12
24,0,0,0,0,19.7,1111.1999999999998,19.7,5,1,0,43,1,0,0
47,0,0,0,0,19.3,120.32000000000001,19.3,1,1,0,24,1,0,0
65,0,0,1,1,107.65,1799.8500000000001,13.45625,1,1,0,25,0,0,52
20,0,0,1,0,84.35,510.20000000000005,28.116666666666664,0,0,0,78,0,1,9
63,1,0,1,0,80.3,1189.4399999999998,26.766666666666666,9,1,0,30,1,0,48
69,0,0,1,0,79.2,1487.6399999999999,26.400000000000002,5,1,0,53,1,0,17
72,0,0,1,1,98.65,2535.12,14.092857142857143,6,1,0,61,1,0,10
64,0,0,1,0,100.05,1800.32,16.675,0,0,0,39,0,0,18
7,1,1,0,1,75.7,113.53999999999999,12.616666666666667,8,1,0,47,1,0,53
8,1,1,1,0,94.2,310.64,18.84,1,1,1,22,0,0,76
50,0,0,0,1,70.8,1876.0000000000002,14.16,0,0,0,25,1,0,71
33,0,0,0,0,24.15,56.43,12.075,3,1,0,22,1,0,0
63,1,0,1,0,109.4,1644.93,13.675,0,0,0,68,0,1,20
21,0,0,0,0,75.9,662.5500000000001,12.65,6,1,0,42,1,0,23
1,1,1,1,0,85.45,22.97,28.483333333333334,0,0,1,48,0,0,23
12,1,1,1,0,79.8,173.04,26.599999999999998,0,0,0,61,0,0,14
2,1,1,1,0,71.65,58.06,71.65,5,1,0,33,1,0,10
35,0,0,0,0,20.1,411.25,20.1,7,1,0,37,1,0,0
33,0,0,0,0,20.15,698.28,20.15,0,0,0,51,1,0,0
52,1,0,1,0,84.1,1995.2399999999998,28.03333333333333,1,1,0,40,0,0,14
42,0,0,0,1,84.35,413.28,10.54375,4,1,0,25,0,0,52
44,0,0,1,0,109.8,2189.0,15.685714285714285,0,0,0,71,0,1,2
51,1,0,1,1,87.35,77.01,17.47,0,0,0,21,0,0,52
49,0,0,0,0,19.9,306.74,19.9,0,0,0,19,0,0,0
52,1,0,1,0,98.15,1616.68,14.021428571428572,6,1,0,41,1,0,28
51,1,0,1,0,80.0,286.62,26.666666666666668,0,0,0,38,0,0,16
23,0,0,0,0,19.65,43.239999999999995,19.65,9,1,0,24,1,0,0
63,0,0,0,0,19.35,2635.92,19.35,0,0,0,31,1,0,0
16,1,0,0,0,19.7,91.84,19.7,0,0,0,35,0,0,0
2,1,1,1,0,70.1,69.98,70.1,9,1,1,70,0,1,24
9,1,1,1,0,75.6,189.99,37.8,0,0,0,58,0,0,6
8,1,1,0,0,54.65,310.24,18.216666666666665,1,1,1,62,1,0,18
25,1,0,1,0,70.95,622.75,70.95,0,0,0,52,0,0,18
34,1,0,0,1,60.85,418.20000000000005,15.2125,5,1,0,59,0,0,26
22,1,0,0,0,61.15,945.56,15.2875,1,1,0,21,1,0,30
52,0,0,0,0,19.85,177.32,19.85,1,1,0,27,1,0,0
48,1,0,1,0,105.25,1459.68,15.035714285714286,1,1,0,57,1,0,53
1,1,1,0,0,20.2,24.48,20.2,0,0,1,35,0,0,0
62,0,0,0,0,20.05,2088.16,20.05,0,0,0,19,0,0,0
24,0,0,0,0,24.2,176.88,12.1,1,1,0,58,1,0,0
63,0,0,0,0,83.5,847.3499999999999,10.4375,1,1,0,19,0,0,69
7,1,1,0,0,50.7,179.48000000000002,25.35,1,1,0,20,1,0,71
32,1,0,1,0,86.1,853.12,28.7,7,1,0,45,1,0,57
13,1,0,1,0,70.45,475.41,70.45,1,1,0,78,0,1,26
56,1,0,1,0,73.85,1993.0400000000002,24.616666666666664,0,0,0,22,0,0,69
18,1,0,0,0,56.25,608.4,18.75,0,0,0,47,0,0,17
67,0,0,1,1,100.25,203.68,14.321428571428571,10,1,0,52,1,0,30
55,0,0,1,1,113.6,710.05,16.228571428571428,7,1,0,72,0,1,21
53,0,0,0,0,18.7,546.96,18.7,0,0,0,62,0,0,0
14,1,0,1,1,80.05,23.66,26.683333333333334,0,0,0,51,0,0,21
70,0,0,0,1,79.4,3042.2000000000003,11.342857142857143,0,0,0,40,0,0,21
1,1,1,0,0,20.05,19.87,20.05,0,0,1,69,0,1,0
30,1,0,0,0,50.4,139.5,25.2,1,1,0,71,0,1,29
52,1,0,1,0,94.6,1519.96,18.919999999999998,0,0,0,60,0,0,30
6,1,1,0,0,20.2,259.08,20.2,0,0,1,64,0,0,0
15,1,0,1,0,75.1,490.94999999999993,37.55,7,1,0,39,1,0,17
1,1,1,0,0,50.15,38.33,25.075,0,0,1,63,0,0,24
42,1,0,1,0,101.75,789.18,16.958333333333332,0,0,0,64,0,0,16
23,0,0,0,1,34.6,0.0,11.533333333333333,10,1,0,27,0,0,42
37,0,0,0,1,68.1,1123.32,13.62,1,1,0,64,0,0,11
18,1,0,1,0,74.15,78.84,37.075,0,0,0,63,0,0,20
46,0,0,1,0,95.65,1407.6000000000001,19.130000000000003,0,0,0,27,0,0,59
7,0,1,0,0,69.45,132.37,13.89,1,1,0,39,1,0,29
6,1,1,1,0,94.05,247.74,18.81,7,1,0,39,1,0,19
45,1,0,1,0,107.75,1341.45,15.392857142857142,0,0,0,50,0,0,27
72,0,0,0,1,64.95,0.0,9.278571428571428,1,1,0,70,0,1,7
46,1,0,1,0,74.8,1952.2399999999998,37.4,0,0,0,19,0,0,69
1,0,1,0,1,74.1,36.05,12.35,0,0,0,54,0,0,30
50,1,0,0,0,71.05,229.99999999999997,71.05,1,1,0,69,0,1,24
72,0,0,0,1,65.2,0.0,8.15,5,1,0,56,0,0,30
30,0,0,0,1,85.35,1290.3,10.66875,0,0,0,59,0,0,4
63,0,0,1,0,99.7,1689.03,16.616666666666667,3,1,0,46,0,0,6
8,1,1,1,0,74.5,14.24,37.25,0,0,0,66,0,1,7
63,0,0,0,1,67.25,3032.82,11.208333333333334,2,1,0,52,0,0,28
15,1,0,1,1,96.3,286.65,19.259999999999998,0,0,0,76,0,1,8
2,1,1,1,0,75.45,46.92,37.725,0,0,0,77,0,1,25
70,0,0,0,1,80.6,3066.7000000000003,11.514285714285714,5,1,0,37,0,0,17
7,0,1,0,0,19.45,66.00999999999999,19.45,0,0,0,29,0,0,0
61,0,0,0,0,24.4,1225.49,12.2,10,1,0,20,0,0,0
11,1,1,0,0,29.6,0.0,14.8,1,1,0,32,1,0,17
40,0,0,1,1,89.6,1290.8000000000002,17.919999999999998,0,0,0,30,0,0,69
8,1,1,0,0,25.5,0.0,25.5,0,0,0,40,0,0,16
66,0,0,0,1,85.9,502.26000000000005,10.7375,2,1,0,42,0,0,10
56,1,0,0,0,44.85,0.0,11.2125,0,0,0,58,0,0,23
58,0,0,1,0,109.45,1623.4199999999998,13.68125,1,1,0,39,0,0,24
2,1,1,0,0,45.85,39.04,45.85,0,0,0,34,0,0,16
57,0,0,0,0,19.6,1326.96,19.6,10,1,0,54,0,0,0
1,1,1,1,0,69.95,11.45,69.95,10,1,0,46,1,0,14
1,1,1,1,0,69.75,33.84,69.75,0,0,0,69,0,1,5
3,1,1,1,1,107.95,37.980000000000004,15.421428571428573,0,0,1,42,0,0,28
1,1,1,1,0,79.25,19.98,26.416666666666668,0,0,1,49,0,0,5
72,0,0,0,1,90.95,3070.08,10.105555555555556,6,1,0,52,0,0,15
30,0,0,0,0,64.5,836.4,16.125,0,0,0,52,0,0,6
23,1,0,0,0,34.65,0.0,11.549999999999999,0,0,0,78,0,1,2
1,1,1,0,0,20.55,7.32,20.55,0,0,1,29,0,0,0
56,0,0,0,1,45.05,0.0,9.01,0,0,0,39,0,0,19
66,0,0,1,0,108.1,235.61999999999998,18.016666666666666,0,0,0,72,0,1,28
66,0,0,0,0,20.55,1361.58,20.55,0,0,0,57,1,0,0
69,0,0,1,1,114.35,2619.93,12.705555555555556,7,1,0,24,1,0,27
72,0,0,0,0,55.3,1745.28,18.433333333333334,5,1,0,40,0,0,27
72,0,0,1,0,103.75,1188.0,14.821428571428571,8,1,0,38,0,0,22
42,0,0,0,0,19.35,1441.86,19.35,10,1,0,63,1,0,0
11,1,1,0,0,59.65,232.54000000000002,19.883333333333333,7,1,0,25,1,0,47
9,1,1,1,0,74.75,148.32,37.375,0,0,1,55,0,0,12
67,0,0,1,1,111.25,2347.01,13.90625,1,1,0,39,0,0,23
70,0,0,0,0,19.45,1646.3999999999999,19.45,9,1,0,26,0,0,0
4,1,1,0,0,20.15,5.2,20.15,0,0,1,53,0,0,0
58,0,0,0,0,50.0,0.0,10.0,9,1,0,21,1,0,52
24,1,0,1,1,89.25,245.52,17.85,2,1,0,36,0,0,8
42,1,0,0,0,49.55,365.82000000000005,24.775,0,0,0,40,0,0,23
13,0,0,1,0,104.15,155.87,14.87857142857143,0,0,0,29,1,0,27
25,1,0,0,0,20.15,441.0,20.15,0,0,0,43,0,0,0
11,0,1,1,0,75.2,315.04,37.6,8,1,0,65,1,1,22
49,0,0,0,0,20.7,1429.82,20.7,0,0,0,62,0,0,0
1,1,1,0,0,20.75,36.28,20.75,0,0,0,49,0,0,0
58,0,0,1,0,94.3,1240.04,15.716666666666667,1,1,0,49,0,0,26
22,1,0,1,0,100.65,625.24,16.775000000000002,0,0,0,26,0,0,73
24,1,0,1,0,79.85,847.1999999999999,26.616666666666664,0,0,0,23,0,0,41
68,0,0,1,1,117.2,2221.56,13.022222222222222,0,0,0,39,0,0,3
58,0,0,1,1,105.05,1961.56,15.007142857142856,2,1,0,33,1,0,10
24,1,0,1,0,90.55,862.3199999999999,22.6375,0,0,0,40,0,0,5
72,0,0,1,1,104.9,500.40000000000003,14.985714285714286,5,1,0,43,1,0,57
12,1,1,0,0,45.9,369.48,45.9,0,0,0,39,0,0,4
20,1,0,0,0,19.4,620.4,19.4,0,0,0,20,0,0,0
39,1,0,1,0,106.4,669.6300000000001,15.200000000000001,0,0,0,55,0,0,30
72,0,0,1,1,114.5,403.2,12.722222222222221,4,1,0,75,0,1,19
55,0,0,1,1,90.45,1250.6999999999998,18.09,4,1,0,68,0,1,21
42,0,0,0,1,33.55,0.0,11.183333333333332,1,1,0,55,0,0,5
35,0,0,0,0,55.25,713.65,18.416666666666668,0,0,0,64,0,0,21
42,0,0,0,1,63.7,1887.9,12.74,10,1,0,29,1,0,69
5,1,1,1,0,81.0,236.4,27.0,1,1,1,68,0,1,11
4,0,1,0,0,48.75,124.52,24.375,0,0,0,65,0,1,15
12,1,1,0,0,49.05,537.36,24.525,0,0,0,58,0,0,12
6,0,1,0,0,25.4,190.38,12.7,8,1,1,58,1,0,0
4,0,1,1,0,72.75,142.68,36.375,0,0,0,76,0,1,8
14,1,0,1,0,87.25,408.52,17.45,1,1,0,49,0,0,19
58,0,0,1,1,105.5,982.5200000000001,15.071428571428571,1,1,0,73,0,1,19
33,0,0,1,0,95.8,1379.3999999999999,19.16,1,1,0,24,0,0,41
61,1,0,1,0,105.55,2787.7000000000003,15.078571428571427,1,1,0,44,0,0,24
56,0,0,1,1,107.25,808.0799999999999,15.321428571428571,1,1,0,53,0,0,25
2,1,1,1,0,95.15,77.02,19.03,0,0,1,32,0,0,25
1,1,1,0,0,20.25,42.96,20.25,0,0,0,25,0,0,0
41,1,0,1,1,113.6,205.41,12.622222222222222,1,1,0,41,0,0,10
16,0,0,0,0,19.75,642.72,19.75,0,0,0,40,0,0,0
46,1,0,1,0,100.7,2259.06,16.783333333333335,3,1,0,76,0,1,17
68,1,0,0,0,54.45,360.4,18.150000000000002,0,0,0,24,0,0,59
9,0,1,0,0,20.15,437.49,20.15,0,0,1,40,0,0,0
24,0,0,0,0,19.9,107.28,19.9,1,1,0,38,1,0,0
54,0,0,0,1,70.7,2616.3,14.14,3,1,0,49,0,0,28
31,1,0,1,1,79.85,515.53,26.616666666666664,0,0,0,58,0,0,12
4,1,1,0,0,55.2,29.96,18.400000000000002,0,0,1,64,0,0,17
57,0,0,0,0,74.35,1406.19,12.391666666666666,0,0,0,30,0,0,42
44,0,0,0,0,49.05,0.0,9.809999999999999,0,0,0,58,0,0,3
9,1,1,0,1,64.95,247.77,12.99,0,0,1,40,0,0,11
8,1,1,1,0,80.45,215.92,40.225,2,1,0,67,0,1,2
67,0,0,1,0,109.9,1549.71,13.7375,1,1,0,36,0,0,24
63,1,0,1,0,81.55,1332.4499999999998,27.183333333333334,1,1,0,54,0,0,24
10,1,1,1,0,74.75,56.3,37.375,0,0,0,39,0,0,26
42,0,0,1,0,79.35,567.42,26.45,0,0,0,66,0,1,19
2,1,1,1,0,74.9,82.16,37.45,0,0,0,50,0,0,25
59,0,0,0,1,72.1,1463.79,14.419999999999998,9,1,0,39,0,0,24
65,0,0,1,1,110.35,2874.95,15.764285714285714,0,0,0,80,0,1,27
4,1,1,1,0,74.9,104.92,37.45,0,0,0,68,0,1,29
38,0,0,0,0,20.05,1581.94,20.05,0,0,0,33,0,0,0
18,0,0,0,1,82.0,225.0,11.714285714285714,0,0,0,36,0,0,5
16,1,0,0,1,84.9,146.56,10.6125,5,1,0,22,1,0,59
17,1,0,0,0,24.8,167.28,12.4,0,0,0,64,0,0,0
38,1,0,0,1,69.95,1064.0,11.658333333333333,0,0,0,51,0,0,22
38,1,0,1,0,94.65,1888.6000000000001,18.93,1,1,0,25,0,0,30
1,1,1,0,0,49.85,42.55,24.925,0,0,1,44,1,0,25
55,0,0,0,1,85.1,461.45000000000005,10.6375,1,1,0,37,1,0,52
24,0,0,0,1,74.4,788.64,12.4,10,1,0,61,0,0,30
52,1,0,1,1,93.25,587.6,15.541666666666666,1,1,0,49,1,0,10
3,1,1,0,0,20.2,95.42999999999999,20.2,0,0,0,64,0,0,0
53,0,0,0,0,61.1,255.46,15.275,0,0,0,37,0,0,24
61,0,0,0,1,88.1,2878.5899999999997,9.788888888888888,1,1,0,62,0,0,28
8,1,1,0,0,59.25,385.6,19.75,0,0,1,38,0,0,22
59,0,0,0,0,25.0,1527.51,12.5,0,0,0,25,0,0,0
36,0,0,0,1,60.7,0.0,8.671428571428573,7,1,0,59,0,0,24
10,0,1,0,0,19.6,393.5,19.6,3,1,0,23,0,0,0
1,1,1,0,1,51.25,6.44,25.625,0,0,0,58,0,0,4
10,0,1,0,0,25.75,228.29999999999998,12.875,5,1,0,39,1,0,0
4,1,1,1,0,77.95,123.8,25.983333333333334,0,0,0,31,0,0,26
36,0,0,0,0,19.45,1162.8,19.45,2,1,0,26,1,0,0
18,1,0,1,0,95.45,203.94,19.09,0,0,0,71,1,1,52
61,0,0,0,1,68.05,2580.9100000000003,13.61,2,1,0,23,1,0,59
2,1,1,1,0,94.0,41.98,18.8,0,0,1,65,0,1,22
3,0,1,0,0,69.95,88.53,13.99,0,0,1,58,0,0,17
9,1,1,1,0,71.0,220.68,71.0,0,0,0,49,0,0,9
23,1,0,0,1,54.15,193.20000000000002,18.05,0,0,0,64,1,0,27
4,1,1,0,1,48.25,0.0,8.041666666666666,0,0,1,19,0,0,30
60,1,0,0,1,79.05,2385.6,11.292857142857143,1,1,0,59,1,0,76
28,0,0,0,1,64.45,356.16,12.89,0,0,0,67,0,1,23
27,0,0,0,0,19.9,64.8,19.9,1,1,0,36,1,0,0
52,0,0,0,1,85.15,1665.0400000000002,10.64375,0,0,0,63,0,0,28
59,0,0,0,1,76.45,782.93,12.741666666666667,0,0,0,33,1,0,15
31,1,0,1,0,94.5,1423.52,18.9,0,0,0,56,0,0,18
1,1,1,0,0,24.4,0.0,12.2,0,0,0,19,0,0,76
8,1,1,1,0,69.7,119.12,69.7,0,0,0,80,0,1,20
8,1,1,0,1,71.15,385.12,11.858333333333334,0,0,1,53,0,0,18
22,1,0,1,1,90.0,268.18,22.5,0,0,0,60,0,0,23
36,0,0,0,0,18.55,306.0,18.55,0,0,0,33,0,0,0
3,1,1,0,1,64.5,118.64999999999999,12.9,0,0,1,51,1,0,56
22,0,0,0,1,63.55,378.84,12.709999999999999,5,1,0,73,0,1,25
12,1,1,1,0,84.05,214.20000000000002,28.016666666666666,0,0,0,56,1,0,19
71,0,0,1,1,113.15,2016.3999999999999,12.572222222222223,0,0,0,25,0,0,76
6,1,1,1,0,95.75,287.4,23.9375,0,0,1,69,0,1,6
9,0,1,0,0,19.6,24.12,19.6,9,1,1,53,1,0,0
50,0,0,1,0,104.4,1039.5,14.914285714285715,7,1,0,57,0,0,7
68,0,0,0,0,54.4,0.0,9.066666666666666,8,1,0,58,0,0,11
31,1,0,0,1,72.45,1278.1299999999999,12.075000000000001,0,0,0,48,0,0,27
1,1,1,0,0,19.75,37.62,19.75,0,0,0,57,0,0,0
4,1,1,0,0,50.3,178.56,25.15,8,1,0,61,1,0,21
1,1,1,0,0,19.3,25.62,19.3,0,0,1,58,0,0,0
25,0,0,0,0,20.95,627.0,20.95,3,1,0,47,0,0,0
62,1,0,1,0,101.35,933.72,16.891666666666666,10,1,0,30,0,0,82
54,1,0,0,1,86.2,233.82,10.775,7,1,0,40,1,0,12
56,0,0,0,1,81.8,2764.16,11.685714285714285,0,0,0,55,0,0,21
61,0,0,1,1,98.45,2535.77,16.408333333333335,4,1,0,41,1,0,21
65,0,0,0,0,67.05,2566.85,13.41,6,1,0,50,0,0,18
41,1,0,1,0,94.9,1770.79,18.98,2,1,0,25,1,0,59
68,0,0,1,0,80.35,1637.4399999999998,26.78333333333333,8,1,0,25,1,0,41
61,0,0,1,1,94.1,1643.3400000000001,18.82,9,1,0,46,0,0,11
10,0,1,0,0,20.25,131.6,20.25,0,0,0,24,0,0,0
72,0,0,0,1,89.05,435.59999999999997,9.894444444444444,7,1,0,39,0,0,30
42,1,0,1,0,94.2,287.28,18.84,1,1,0,25,0,0,27
19,0,0,0,0,20.2,602.3,20.2,3,1,0,32,1,0,0
23,0,0,0,0,64.9,1067.2,16.225,0,0,0,34,0,0,23
9,1,1,1,1,86.25,417.06000000000006,28.75,0,0,0,25,0,0,59
21,0,0,0,0,20.35,473.13,20.35,0,0,0,31,0,0,0
12,1,1,0,0,69.85,324.84000000000003,13.969999999999999,0,0,0,41,1,0,29
72,0,0,0,1,67.2,0.0,8.4,0,0,0,20,1,0,71
72,0,0,0,1,55.45,0.0,7.921428571428572,5,1,0,30,0,0,47
35,0,0,0,0,62.15,858.5500000000001,20.716666666666665,1,1,0,51,0,0,30
49,1,0,0,0,30.2,0.0,15.1,0,0,0,22,0,0,58
15,1,0,1,0,74.4,436.65,37.2,0,0,0,65,0,1,29
3,0,1,1,0,75.05,124.32,37.525,0,0,1,74,0,1,13
1,1,1,0,0,50.1,29.13,25.05,0,0,0,19,0,0,51
72,0,0,1,0,106.1,840.24,15.157142857142857,1,1,0,40,1,0,26
40,1,0,1,0,101.85,114.0,20.369999999999997,1,1,0,76,0,1,3
1,1,1,1,0,71.15,24.75,71.15,0,0,1,78,0,1,22
33,1,0,1,0,70.4,1631.8500000000001,70.4,0,0,0,43,0,0,19
13,0,0,0,0,20.85,359.06,20.85,6,1,0,56,1,0,0
28,0,0,1,1,90.45,735.84,18.09,7,1,0,44,1,0,19
8,1,1,0,0,38.5,0.0,9.625,0,0,0,22,1,0,51
52,0,0,1,1,111.25,1751.8799999999999,13.90625,0,0,0,20,0,0,52
7,0,1,0,0,51.3,77.07,25.65,0,0,0,73,0,1,18
72,0,0,0,1,79.55,3243.6,9.94375,3,1,0,34,0,0,9
13,0,0,0,1,40.55,0.0,10.1375,0,0,0,58,1,0,57
41,0,0,0,0,20.15,1507.1599999999999,20.15,0,0,0,46,0,0,0
21,1,0,0,0,44.95,817.95,44.95,6,1,0,33,1,0,17
71,0,0,1,1,118.65,1270.8999999999999,13.183333333333334,0,0,0,58,0,0,21
52,0,0,1,0,72.95,2193.88,36.475,0,0,0,75,0,1,11
23,0,0,1,0,95.1,963.24,19.02,1,1,0,67,0,1,12
10,1,1,0,0,19.9,238.4,19.9,0,0,0,56,0,0,0
46,0,0,0,0,19.75,352.82,19.75,0,0,0,62,1,0,0
11,1,1,1,0,76.4,401.72,38.2,0,0,0,46,0,0,20
35,0,0,0,0,24.3,660.1,12.15,5,1,0,38,1,0,0
72,0,0,1,1,117.35,1075.68,13.038888888888888,0,0,0,78,0,1,30
1,0,1,0,0,19.85,47.46,19.85,5,1,0,55,1,0,0
4,1,1,0,0,20.15,130.16,20.15,0,0,1,35,0,0,0
69,0,0,1,1,110.25,1614.6,13.78125,0,0,0,72,0,1,27
58,0,0,0,1,59.9,2840.8399999999997,14.975,1,1,0,25,0,0,76
62,0,0,1,0,94.0,2001.98,18.8,0,0,0,42,0,0,26
25,1,0,0,0,48.25,0.0,9.65,0,0,0,20,0,0,59
28,0,0,1,0,100.2,346.08,16.7,0,0,0,31,0,0,13
54,1,0,1,0,99.05,2077.9199999999996,19.81,0,0,0,67,0,1,13
70,0,0,1,1,113.65,1212.4,12.627777777777778,0,0,0,28,0,0,30
57,0,0,0,1,53.5,1621.0800000000002,17.833333333333332,0,0,0,78,0,1,24
58,1,0,1,1,80.65,2590.86,26.883333333333336,0,0,0,52,0,0,8
49,1,0,1,0,75.2,934.92,37.6,0,0,0,62,0,0,24
35,0,0,0,0,20.5,1656.55,20.5,8,1,0,42,1,0,0
12,0,1,0,0,19.8,451.79999999999995,19.8,1,1,0,59,0,0,0
2,1,1,1,0,88.55,43.14,17.71,0,0,0,68,0,1,28
16,1,0,0,0,71.4,411.36,11.9,0,0,0,24,0,0,48
72,0,0,0,0,25.0,1370.8799999999999,12.5,3,1,0,22,1,0,0
17,1,0,1,0,88.25,304.47,22.0625,7,1,0,31,0,0,9
16,1,0,1,0,72.65,751.84,36.325,0,0,0,35,0,0,17
27,0,0,0,0,20.35,1073.7900000000002,20.35,0,0,0,42,0,0,0
22,1,0,0,0,65.05,963.1600000000001,13.01,0,0,0,20,0,0,47
71,0,0,0,1,89.3,1412.8999999999999,9.922222222222222,7,1,0,38,0,0,27
9,1,1,0,0,79.35,285.03000000000003,26.45,1,1,0,30,0,0,59
57,1,0,1,0,74.3,2847.15,37.15,4,1,0,59,1,0,22
44,0,0,1,0,89.15,1557.16,17.830000000000002,0,0,0,70,0,1,19
16,1,0,1,0,86.6,306.88,28.866666666666664,0,0,0,76,0,1,22
27,0,0,0,0,48.7,243.26999999999998,24.35,10,1,0,33,0,0,5
41,1,0,0,0,40.35,0.0,10.0875,0,0,0,59,0,0,21
71,0,0,0,1,73.35,1153.04,12.225,4,1,0,30,0,0,59
50,0,0,1,1,108.55,1471.5,13.56875,1,1,0,58,0,0,14
72,0,0,1,1,99.9,1703.52,16.650000000000002,7,1,0,60,0,0,26
12,0,1,0,0,26.4,541.8,13.2,5,1,0,54,0,0,0
20,0,0,1,0,80.7,429.79999999999995,40.35,0,0,0,71,0,1,4
61,0,0,0,0,19.1,2568.71,19.1,8,1,0,21,1,0,0
44,1,0,1,0,84.8,1767.48,21.2,0,0,0,54,0,0,6
63,0,0,0,0,58.55,1724.9399999999998,14.6375,0,0,0,35,0,0,9
57,0,0,0,1,70.35,2736.0,14.069999999999999,1,1,0,32,0,0,24
72,0,0,0,1,78.45,1139.04,9.80625,10,1,0,68,0,1,13
3,1,1,1,0,74.55,30.299999999999997,37.275,0,0,0,20,0,0,73
1,1,1,0,0,19.65,6.08,19.65,0,0,1,50,0,0,0
2,0,1,1,0,95.5,66.2,23.875,10,1,1,79,0,1,11
13,0,0,0,0,20.0,20.93,20.0,0,0,0,23,0,0,0
7,1,1,1,0,81.1,81.06,40.55,1,1,0,35,0,0,27
32,1,0,1,0,84.15,1199.36,21.0375,1,1,0,53,0,0,13
37,0,0,0,1,40.55,0.0,8.11,0,0,0,26,0,0,69
8,1,1,1,0,80.0,319.36,40.0,0,0,0,24,0,0,73
39,0,0,0,0,24.2,229.32,12.1,1,1,0,31,1,0,0
28,0,0,1,0,82.85,451.64,20.7125,4,1,0,30,1,0,69
48,0,0,1,0,99.0,281.76,19.8,0,0,0,71,0,1,2
18,1,0,1,0,80.55,698.22,26.849999999999998,0,0,0,67,0,1,14
1,1,1,0,0,31.35,0.0,15.675,0,0,1,41,0,0,6
7,1,1,1,0,74.4,62.44,37.2,1,1,0,72,0,1,17
27,1,0,1,0,95.55,1066.23,15.924999999999999,1,1,0,70,0,1,7
14,1,0,1,0,78.85,672.14,26.28333333333333,0,0,0,76,0,1,2
5,1,1,0,1,56.15,134.3,18.716666666666665,0,0,0,23,0,0,71
25,0,0,0,0,20.05,326.5,20.05,7,1,0,52,1,0,0
11,0,1,0,0,19.55,188.32000000000002,19.55,0,0,0,45,0,0,0
20,1,0,0,0,51.8,78.8,25.9,0,0,0,45,0,0,18
2,1,1,1,0,72.6,30.38,36.3,0,0,0,73,0,1,30
69,0,0,0,0,19.9,1945.1100000000001,19.9,10,1,0,49,1,0,0
62,0,0,1,0,81.45,2459.54,27.150000000000002,1,1,0,27,1,0,41
1,1,1,1,0,69.95,22.5,69.95,0,0,1,73,0,1,27
20,0,0,1,1,94.3,650.8,18.86,1,1,0,78,0,1,5
63,0,0,0,1,74.5,2656.71,12.416666666666666,9,1,0,22,1,0,73
38,0,0,0,1,62.3,1755.98,12.459999999999999,0,0,0,46,0,0,14
33,0,0,0,0,24.5,1165.23,12.25,1,1,0,21,0,0,0
4,1,1,1,0,94.3,198.0,18.86,0,0,1,65,0,1,23
72,0,0,0,0,19.95,614.16,19.95,0,0,0,48,1,0,0
